Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
240792239122162,Dr. Rajkumar Sangwan,Dr. Rajkumar Sangwan,266340,522
330760810293224,HelpAge India,HelpAge India,266245,42
111346215094187,Haq Maguchi Odisha,Haq Maguchi Odisha,265728,727
270296059493368,Nabin Kendrapada,Mindbreakmedia,264777,236
104589708000694,Iqbal Singh Jhundan,Iqbal Singh Jhundan,264403,217
220865207779270,झारखंड,झारखंड,264177,17
100569204829658,सोनीपत का लाल मोहनलाल,सोनीपत का लाल मोहनलाल,263086,404
101986682855828,ଜବାବ ଦେବ ଓଡିଶା - Jabab Deba Odisha,ଜବାବ ଦେବ ଓଡିଶା - Jabab Deba Odisha,263028,682
147428792614489,Kuldeep Kumar,Kuldeep Kumar,262605,874
103366971822681,Sab Fade Jange -ਸਭ ਫੜੇ ਜਾਣਗੇ,Digital Maniaz,262510,6
133371619852351,Dinesh Chandra Nepal,Dinesh Chandra Nepal,262034,115
223743687493644,Modi4Indur,Modi4Indur,261533,130
265128806684507,BJP Ludhiana,RIEHCS.com,261359,85
406919536088945,Sanjog Waghere Patil,Sanjog Waghere Patil,261043,185
108265828647662,NK Sharma,Digital Arena,260497,130
1186077411462847,Dinesh Singh Babbu,Dinesh Singh Babbu,260437,76
220582307812626,Dr Santrupt Misra FC,Dr Santrupt Misra FC,259525,364
276111898924674,Ludhiana di Awaz,merlionglobalaviationacademy,258824,282
103628698738225,Gurbaaz Singh Sidhu,Gurbaaz Singh Sidhu,258689,45
128405097777351,Karamjit Singh Anmol Faridkot,Karamjit Singh Anmol Faridkot,257952,24
1394175487497280,Communist Party of India -Marxist Leninist- Liberation CPIML,Communist Party of India -Marxist Leninist- Liberation CPIML,257241,148
237281132806116,Bhagalpur Lok Sabha - भागलपुर,The Narrative Builders,255909,176
102976016109737,AP With Lokesh,AP With Lokesh,255856,38
792925894066948,Manish Tewari,Manish Tewari,255076,224
674249472964982,Nana Patole,Inspire,254665,130
109132461335756,Maddila Gurumoorthy,Maddila Gurumoorthy,254036,84
164232003593895,Rashtriya Lok Dal-राष्‍ट्रीय लोक दल,Rashtriya Lok Dal,253377,365
691888147681673,Team Vijay Inder Singla,Team Vijay Inder Singla,252851,666
100694739771204,ಜೆಪಿ ಫಾರ್ ಉಡುಪಿ ಚಿಕಮಗಳೂರು,ಜೆಪಿ ಫಾರ್ ಉಡುಪಿ ಚಿಕಮಗಳೂರು,251150,85
725084794877546,Payyavula Sainyam,Payyavula Sainyam,251068,317
466688033398680,Dr. Arvind Sharma,Dr. Arvind Sharma,250287,792
108228528653933,Mdmkwing,BreakingIdeas,249618,83
113756293714921,TVM Talks,TVM Talks,248978,73
263242553851061,Amethi Rae Bareli ki Kahani,Amethi Rae Bareli ki Kahani,248859,86
115590874480536,P Mahesh Kumar,P Mahesh Kumar,248630,136
1980147418956206,Ranjeetsingh Hinduraoji Naik Nimbalkar,Ranjeetsingh Hinduraoji Naik Nimbalkar,247948,422
160697683800619,AA Odisha News,AA Odisha News,247673,196
414822692663213,Anurag Vishwanath Sharma,Anurag Vishwanath Sharma,245887,596
297358363457549,N'yāyaṁ Nellore,Indian National Congress,245538,78
206562505875747,Tamilmani Subbannan,AdBoss Digital Solutions,245306,65
2141372899275732,Team SujanaChowdary,Team SujanaChowdary,243155,97
122176787772,News18 India,News18 India,241243,10
1505815586301766,"Chief Electoral Officer, Punjab","Chief Electoral Officer, Punjab",241222,33
110509104871382,Ashok Prashar Pappi,Ashok Prashar Pappi,241112,167
2141372899275732,Team SujanaChowdary,Digi Caterpillar,239021,153
295990367766234,D.M.KathirAnand,ATWIAS INFO SOLUTIONS PVT LTD,238335,38
125112710689820,Anand Gaddadevaramath,Anand Gaddadevaramath,238180,123
101140008206687,V V Senthilnathan,V V Senthilnathan,237307,38
778360498892051,BJP Himachal Pradesh,Bharatiya Janata Party,237229,308
205790279288106,आपल्या हक्काची प्रणितीताई,Mission Victory,236777,272
1014140382095913,BJP Minority Morcha,Bharatiya Janata Party,236720,38
102120305517403,Nabina Odisha,Nabina Odisha,235398,232
111175921943942,Dr. Sanjeev Ganesh Naik,Dr. Sanjeev Ganesh Naik,234511,689
540612002705241,Pulivarthi Nani,Pulivarthi Nani,234403,72
122105262902000870,Galla Madhavi Guntur,Galla Madhavi Guntur,233687,137
109602460457417,न्याय 24 न्यूज़,न्याय 24 न्यूज़,233552,58
237148796154061,Nivadanuk Express,Suryaputram,232976,357
213222201864804,Banda Hai Dumdar,Banda Hai Dumdar,232202,48
182404278575295,Sambasivarao Yeluri,Sambasivarao Yeluri,232142,75
233214179873569,Modi R Amra,Modi R Amra,231690,185
1108242266050014,Mohan Lal Badoli,Mohan Lal Badoli,231593,283
1123868381031481,Plastic Menace,Plastic Menace,230696,83
285489644639123,L Thangavel,Arjun,230512,47
106566227619828,Bail Kolhu,BL Agro Industries Limited,229197,14
116394269736650,Saidi Reddy Shanampudi,Saidi Reddy Shanampudi,229003,84
111870787388194,Chamala Kiran Kumar,Chamala Kiran Kumar,226815,64
229079540609094,Mithilesh Kumar Tiwari,Mithilesh Kumar Tiwari,225843,304
155530688500032,Sushil Kumar Gupta,Sushil Kumar Gupta,225109,133
922534064468145,Capt. Meenu Beniwal,Capt. Meenu Beniwal,224184,117
104248981949443,Anynews Kannada,Anynews Kannada,223919,134
364476590604680,Surya Samachar,Surya Samachar,223567,198
101307822871116,"Sound, Light & Soul","Sound, Light & Soul",223402,93
573641302744623,E3 Talkies,E3 Talkies,222867,24
101530561535324,Manju Sharma,Manju Sharma,222402,678
2199931530275674,Jodhpur 2024,Jodhpur 2024,222128,105
261533297041216,Harshvardhan Singh,Digital Unplug,221742,45
876824115722865,Parminder Singh Brar,Parminder Singh Brar,221581,215
127815671297092,Team Gajendra Singh Shekhawat,Team Gajendra Singh Shekhawat,220502,413
238384826032221,Apka Rajasthan,Mr. Rajpurohit Communications,220271,49
544920495569144,CP Joshi,CP Joshi,220219,45
109759257551393,Pro Punjab Tv,Pro Punjab Tv,220195,40
1751588208276057,Vijay Jain,Vijay Jain,219236,933
652130624882978,B Y Raghavendra,B Y Raghavendra,219063,38
275062712355157,Aapka Kailash,F5 Mannan,217726,270
646852468671636,BJP Chandigarh,Bharatiya Janata Party,217360,201
326286154949425,Anjit Suhag,These ads ran without a disclaimer,217197,2
104038235552928,Bol Himachal - बोल हिमाचल,bolhimachal.com,215986,229
106476938220990,Bharat Jodo,Bharat Jodo,215734,104
106138622320464,Venigandla Ramu,Venigandla Ramu,215076,403
234407356420063,Nabin Bhubaneswar,MindBreakMedia,214966,227
807407919429171,Kaka Sahil Thakral,Kaka Sahil Thakral,214923,1088
671478416604792,Bhim Nyay Manch,Bhim Nyay Manch,214462,25
152356521294251,Gurajala Jagan Mohan,Gurajala Jagan Mohan,213461,75
244373602278588,Ravindra Waikar,Ravindra Waikar,212712,444
171075139624956,Dollar Bigboss,Digital Abhiyan,212604,7
105653448458950,Summit PolCom,Summit Polcom,212445,5
225879827286256,Jspuday Srinivas Army,Halfway Mark,211061,23
238228026051106,Rajwinder Singh,Rajwinder Singh Dharamkot,209856,188
559869910690885,Vinod Kumar Boianapalli,Vinod Kumar Boianapalli,209448,67
162906425848659,Sustha Odisha,Sustha Odisha,209211,188
206670852538648,My First Vote To Golay,My First Vote To Golay,208309,77
324979600696622,Bathinda Updates,Weboo,206470,32
218347078550520,Gurmeet Singh Khuddian,Gurmeet Singh Khuddian,206166,449
108935364979003,Ragidi Laxma Reddy,Ragidi Laxma Reddy,205886,154
221550101047827,Amilinenisurendraarmy,Digi Caterpillar,205334,245
275623605638570,Dr Sake Sailajanath,Digi Catterpillar,205117,114
267571756441320,Adv Shine Lal M P,Adridge Media,203814,92
102849068803791,Amaresh Rai,Amaresh Rai,203299,116
2070759946539728,I Support Brijmohan Agrawal,I Support Brijmohan Agrawal,203120,119
109761007457435,SriGanesh - Cantonment,SriGanesh - Cantonment,202345,263
252023092136537,Dinesh Pratap Singh,Dinesh Pratap Singh,202138,118
101437656247049,Modi Quotes,Modi Quotes,201669,68
101154156077422,Sankha Odisha - ଶଙ୍ଖ ଓଡିଶା,Sankha Odisha - ଶଙ୍ଖ ଓଡିଶା,200700,355
117315598132066,Dravida Somberies,Dravida Somberies,200650,181
546648732340372,Spotify,Spotify,199994,2
365848783941122,KK RAJU YSRCP,KK RAJU YSRCP,199606,416
102379519139483,जल जीवन मिशन महाराष्ट्र,जल जीवन मिशन महाराष्ट्र,199007,141
271178262744322,श्रावस्ती साकेत के साथ,Optechs,198580,68
108789638490303,Ashish Dubey,Ashish Dubey,197113,47
1499563426975626,Jakkampudi Raja,Jakkampudi Raja,196986,59
317329425063626,Rakesh Daultabad,Rakesh Daultabad,196959,20
100921714878083,Fan Of Sambit Patra,BOL7 Technologies Private Limited,196577,441
102177112507392,Aapanna Hastham,Aapanna Hastham,196401,39
140930379388330,Kishan Reddy Gangapuram,Kishan Reddy Gangapuram,196342,57
106425521228888,Tapashilir Sanglap,Taphashilir Sanglap,196318,5
102427839432439,Dr T R Paarivendhar,CREATIVE FRENZY PRIVATE LIMITED,195425,51
2281519418799285,Good Politics Group,Good Politics Group,195257,40
273571045830465,Narendra-Devendra,Suryaputram,194746,308
242209133017864,Srinubabu Gedela,Srinubabu Gedela,194572,53
100214898257722,Bhak Budbak - भक बुड़बक,Bhak Budbak - भक बुड़बक,193577,308
108477541736123,News Arena India,News Arena India,193225,36
428465600694050,Archana Ranajagjitsinha Patil,Archana Ranajagjitsinha Patil,192800,213
236970613505172,Annu Tandon,Annu Tandon,192313,122
586574801848194,Sunil Mendhe,Sunil Mendhe,191757,367
504728902942146,BJP Jammu & Kashmir,Bharatiya Janata Party (BJP),191427,101
211372498736205,Bhaskar Bhagare - भास्कर भगरे,Bhaskar Bhagare - भास्कर भगरे,191160,155
1703497823237291,Lokdal,Lokdal,191104,83
181372288555605,Jitu Patwari,Jitu Patwari,190970,58
286181551239788,Mansoor For Change,aman swaraj,190858,166
421179061356837,Eknath Shinde - एकनाथ संभाजी शिंदे,Eknath Shinde - एकनाथ संभाजी शिंदे,190093,12
194139904457501,Biyyapu Madhusudhan Reddy,Biyyapu Madhusudhan Reddy,189979,230
219065954928044,Lallu Singh,Lallu Singh,189706,345
258955923973052,Vote For Dr. Hemang Joshi,Saffron Media Group,189666,149
267469433820324,Praveen Pathak,Praveen Pathak,189360,281
113799333713429,Godrej & Boyce,Godrej & Boyce,188793,1
589182367835502,Dr. Dharamvira Gandhi,Dr. Dharamvira Gandhi,188440,131
110969960303984,Income Tax Department Mumbai,Income Tax Department Mumbai,188164,3
606735902676767,YS Avinash Reddy,YS Avinash Reddy,187600,136
689908087733941,Duddukunta Sreedhar Reddy,Duddukunta Sreedhar Reddy,187468,50
262260877142252,Rana Gurmit Singh Sodhi,Rana Gurmit Singh Sodhi,187209,373
155184094662465,Kesineni Nani,Kesineni Nani,186501,91
1451891908375627,MLA Jaggireddy fans,MLA Jaggireddy fans,186463,61
384000501947350,Devendra Yadav,Think First,186379,228
102656561751375,Botcha Sandeep,Botcha Sandeep,186322,248
214312675107828,Mi Devendra Sobat - मी देवेंद्र सोबत,Suryaputram,185589,293
102448710118933,"CPIML Liberation, Bihar",Communist Party of India -Marxist Leninist- Liberation CPIML,185520,124
113894875401028,Sobha Surendran,Sobha Surendran,185261,38
340486106049308,Aam Aadmi Party Assam,Aam Aadmi Party Assam,185162,12
138164593529597,Stratzy,Stratzy,184816,6
105860667985163,Badeti Radhakrishnayya,Badeti Radhakrishnayya,184526,435
995582213894808,Kothapalli Geetha,Political Engineer,184235,55
100560489493422,Dr. Dhananjaya Sarji  ಜನಪರ - ಜೀವಪರ,Dr. Dhananjaya Sarji  ಜನಪರ - ಜೀವಪರ,184102,310
102219292906463,Sarita Panda,Sarita Panda,184016,13
119552754453538,One Buldana Mission,One Buldana Mission,183795,158
113919764956754,Sunil Kumar Karumuri,Sunil Kumar Karumuri,183552,94
206682442528237,Dil me Modi,Blow Horn Media,183429,72
218801121327718,Virendra Sachdeva,App,183424,228
101853979676615,Prof Rajeev Gowda for Bangalore North,Prof Rajeev Gowda for Bangalore North,183186,15
233340423189723,Save Punjab,Save Punjab,183022,174
181456605056195,Bhashyam Praveen TDP,Bhashyam Praveen TDP,182911,45
165521876640769,Dileep Chakravarthy Byra,Dileep Chakravarthy Byra,182691,163
263560423714979,Dr. Mahesh Sharma,Dr. Mahesh Sharma,182676,99
255002041037894,Neetish Kumar - नीतीश कुमार उर्फ गुरुजी,Faltech Services Private Limited,182198,107
1417448795168081,Preneet Kaur,Preneet Kaur,181977,120
613777755414676,V Joy MLA,V Joy MLA,181858,107
238039102732778,मी आहे मोदीचे कुटुंब,Suryaputram,181496,286
265584719967133,Rekhaben Hitesh Chaudhari,Rekhaben Chuadhari office,181369,54
395449133884561,Mathrubhumi News,Mathrubhumi News,181209,12
224618077692752,Sanjay Tandon,Digiciti Online,180970,139
103794619438080,Sujana For Vijayawada West,Sujana For Vijayawada West,180696,627
131901569999333,Kya BAL Uttarakhand - क्या बल उत्तराखंड,Kya BAL Uttarakhand - क्या बल उत्तराखंड,180444,258
104091344959712,Julakanti Brahmananda Reddy,Julakanti Brahmananda Reddy,180032,240
104459191251945,Challa Ramachandra Reddy,Challa Ramachandra Reddy,179852,311
311777782276196,Mitsubishi Electric,Mitsubishi Electric,179588,8
105353558124982,Bua Babua - बुआ बबुआ,Bua Babua,179510,327
106595591893752,Vijender Singh,Vijender Singh,179443,479
204646829687184,Konda Vishweshwar Reddy,Konda Vishweshwar Reddy,179096,190
479805209230754,Dr Vivek Venkataswamy Fan,Dr Vivek Venkataswamy Fan,179011,11
1402018893408671,John Pandian,Adsense Technologies Private Limited,178780,36
129344787123799,Manorama Online,The Malayala Manorama Company Ltd,176714,43
107045342050995,Kesineni Sivanath,Kesineni Sivanath,176654,281
110045108203873,ADMK Videos,ADMK Videos,176592,125
106176701163040,Mrinal Hebbalkar,Mrinal Hebbalkar,175960,348
375141272567406,Ravindra Chavan,Ravindra Chavan,175960,199
100822538003497,Hulgesh Chalwadi - हुलगेश चलवादी,Hulgesh Chalwadi - हुलगेश चलवादी,175898,97
1702469306668258,Ramvichar Netam,Ramvichar Netam,175564,1567
276256718899800,North Pangu South Pangu Da,Tropaa Studio Pvt Ltd,174787,148
100834445141349,Virendra Singh,Virendra Singh,174155,55
185441051330397,Abol Tabol Bongo,Blow Horn Media,173151,51
164192007695151,Ram Satpute - आमदार राम सातपुते,Outstretch Analytics and Media,172642,57
205279489560999,Dr. Udit Raj,Dr. Udit Raj,172408,123
552126314879624,Kamaljeet Sehrawat,Marigold Media,172089,46
653260141389904,Kavati Manohar Naidu,Kavati Manohar Naidu,171951,229
267253373135781,Kandukuru Vijaya Sai Reddy Vijayam Kosam,Kandukuru Vijaya Sai Reddy Vijayam Kosam,171755,192
248386655028830,BSK4Karimnagar,Political Engineer,171635,51
260884307676122,Kuldeep Indora,Kuldeep Indora,171480,787
228014643728054,महाराष्ट्राच्या विकासाचा रवि - Maharashtrachya Vikasacha Ravi,महाराष्ट्राच्या विकासाचा रवि - Maharashtrachya Vikasacha Ravi,171227,26
343731449001203,Dainik Savera,Dainik Savera,171128,621
107525832022897,Thirumala Kumar Konam,provenprofits Digital marketing,170810,151
1442333275986985,Yarapathineni Srinivasarao,Yarapathineni Srinivasarao,170553,42
256034754265243,Udayagiri  - Vijaya Sai Reddy Vijayam Kosam,Udayagiri  - Vijaya Sai Reddy Vijayam Kosam,170503,196
371699126783354,Dharmendra Pradhan Fan Club,Dharmendra Pradhan Fan Club,170367,151
2069816243273672,Debendra Kumar Sahoo,Debendra Kumar Sahoo,170155,52
1884714255091602,Vote for Sujana,Vote for Sujana,169879,772
255248661007262,Nellore City- Vijaya Sai Reddy Vijayam Kosam,Nellore City- Vijaya Sai Reddy Vijayam Kosam,169820,202
243650542167311,Boianapallivinodannasainyam,Boianapallivinodannasainyam,169641,40
152185271303857,डॉ महेश शर्मा जिंदाबाद,डॉ महेश शर्मा जिंदाबाद,169002,51
233214179873569,Modi R Amra,Blow Horn Media,168965,147
266951063441167,Saroj Pandey,Saroj Pandey,168419,80
1489647731256741,Dr Jitendra Singh,Dr Jitendra Singh,167778,400
602039146578260,Patnam Suneetha Mahender Reddy,Stratmark Consulting,167672,10
566348456774265,Karnataka - Updates,Karnataka - Updates,167494,67
274501442408615,Modiyargal OG,Tropaa Studio Pvt Ltd,167487,128
801085620071872,Ijk parivendhar fans,Ijk parivendhar fans,166713,49
324337344086582,Chandigarh Da Manish,Congress,166445,243
175441242515524,Sanjay Dina Patil,Sanjay Dina Patil,166130,132
1749700788640515,Sanjay Kaka Patil,Sanjay Kaka Patil,165627,199
102629579520310,Nisith Pramanik Fanpage,Nisith Pramanik Fanpage,165470,62
167118396824153,Akshay Kanti Bam,Akshay Kanti Bam,165242,97
299444897457971,Subasini Jena,Subasini Jena,165105,350
411129449009589,K.C. Venugopal,K.C. Venugopal,164923,32
242732105597158,డెమోక్రసీ ఆప్,Rohith Sampathi,164753,41
114700228382917,Uday Srinivas Tangella JSP,Demos Project Pvt LTD,164012,47
109786338877488,Mohan Lal Badoli Fan Club,Mohan Lal Badoli Fan Club,162915,314
266199759907225,Kovur Vijaya Sai Reddy Vijayam Kosam,Kovur Vijaya Sai Reddy Vijayam Kosam,162649,189
276570802203239,மாணிக்கம் தம்பிகள்,Minsway Solutions Pvt Ltd,161793,32
104936722317875,Ek Bharat News,Ek Bharat News,161389,148
105895035205096,Raja Budhiraja Karnal,Raja Budhiraja Karnal,160703,96
